iter	MultiClass
212	0.7118842494
213	0.7111998483
214	0.7099002725
215	0.7093476244
216	0.7083091382
217	0.7074235173
218	0.7070978319
219	0.7063352218
220	0.7053439577
221	0.7042864263
222	0.7038577398
223	0.7031106379
224	0.702631883
225	0.7024435639
226	0.7011520075
227	0.7008272007
228	0.7004113973
229	0.6996462644
230	0.6989287448
231	0.6984426051
232	0.6980383075
233	0.6974915485
234	0.6967306279
235	0.6960712913
236	0.6958250023
237	0.6949305062
238	0.6947427208
239	0.69414485
240	0.6940155668
241	0.6932889728
242	0.6924133102
243	0.6917390058
244	0.6909834327
245	0.6903166538
246	0.6894174319
247	0.6887001756
248	0.6878002771
249	0.6872997251
250	0.6868973081
251	0.6863792851
252	0.6855544854
253	0.6844706607
254	0.6842455454
255	0.6834817914
256	0.6833019062
257	0.6829696736
258	0.6822348758
259	0.6819734601
260	0.6815127618
261	0.6811016851
262	0.6802949342
263	0.6802075775
264	0.6795209466
265	0.6785617736
266	0.6777862275
267	0.6771281043
268	0.676525797
269	0.6757183921
270	0.6755155741
271	0.6748671633
272	0.674262211
273	0.6736729129
274	0.6733600975
275	0.6727009272
276	0.6721272329
277	0.6717376225
278	0.6713858557
279	0.6708521155
280	0.6700974788
281	0.6695050649
282	0.668928338
283	0.6681640089
284	0.6680633892
285	0.6674533784
286	0.6667773015
287	0.6665442939
288	0.6655737887
289	0.665041367
290	0.6646474755
291	0.6640838105
292	0.6632568008
293	0.6628692223
294	0.6622829183
295	0.661553361
296	0.6613570851
297	0.6608871683
298	0.6605245225
299	0.6602228044
300	0.6597549304
301	0.6593942455
302	0.6591888355
303	0.6586867552
304	0.6583392859
305	0.6581073593
306	0.6578895847
307	0.657036804
308	0.6566243527
309	0.6560477027
310	0.6554852359
311	0.6551173592
312	0.6549700276
313	0.6543421205
314	0.653759811
315	0.6528765213
316	0.6523542924
317	0.6517215069
318	0.6512497012
319	0.651075993
320	0.6504708566
321	0.6502834127
322	0.6496187498
323	0.649198333
324	0.6484725298
325	0.6479121138
326	0.647313807
327	0.646772307
328	0.646208158
329	0.6460140665
330	0.6453628538
331	0.6445745816
332	0.6442425454
333	0.6437663836
334	0.6433001913
335	0.6425424886
336	0.642433881
337	0.6422065103
338	0.6418111347
339	0.6412679073
340	0.6404828507
341	0.6402356267
342	0.6397172974
343	0.6388204028
344	0.6386380112
345	0.6382561073
346	0.6379067804
347	0.6374577291
348	0.6370657998
349	0.6365658254
350	0.635906524
351	0.6350383799
352	0.6342410645
353	0.6338918832
354	0.6337364583
355	0.6332533989
356	0.6330934374
357	0.6328246672
358	0.6322128988
359	0.6315581215
360	0.6306913865
361	0.630007292
362	0.629305984
363	0.6286651437
364	0.6280347905
365	0.627427501
366	0.627068935
367	0.6262870665
368	0.6258291742
369	0.6250484527
370	0.6249679649
371	0.624425092
372	0.6242473408
373	0.6236442731
374	0.6230269682
375	0.6223233762
376	0.6216863135
377	0.621424863
378	0.6212189911
379	0.6206792154
380	0.6205495434
381	0.6203073794
382	0.619929392
383	0.6193122565
384	0.618963917
385	0.6188586649
386	0.618611208
387	0.6182203417
388	0.6176485934
389	0.6175517119
390	0.6169720002
391	0.6162209043
392	0.6156217513
393	0.6153462229
394	0.6149914695
395	0.6144969091
396	0.6138844158
397	0.6135371362
398	0.6132765515
399	0.6129998646
400	0.612467294
401	0.6120079486
402	0.6115627921
403	0.6109613554
404	0.6105543028
405	0.6099427246
406	0.6093112252
407	0.6090702801
408	0.608611911
409	0.6082900756
410	0.6078045858
411	0.6071702947
412	0.6067148694
413	0.6062001402
414	0.6058398946
415	0.6057293434
416	0.6051466686
417	0.6045646667
418	0.6043451127
419	0.6041343486
420	0.6036330376
421	0.6033920893
422	0.6029754686
423	0.602700297
424	0.6021596014
425	0.6013102071
426	0.6007500682
427	0.6004258541
428	0.5997968403
429	0.5991236759
430	0.5988798345
431	0.5980260299
432	0.5979682139
433	0.5976155352
434	0.5969414276
435	0.5963926857
436	0.595966389
437	0.5954607248
438	0.5950244181
439	0.5948047562
440	0.5940818058
441	0.5935234542
442	0.5928617686
443	0.5921216202
444	0.5915222466
445	0.5910764568
446	0.5904249801
447	0.5901430236
448	0.5897642435
449	0.589176753
450	0.5887906261
451	0.58840143
452	0.5878917116
453	0.5874199388
454	0.5871635795
455	0.5868154183
456	0.586659158
457	0.5859048522
458	0.5855626358
459	0.5849862159
460	0.5846318268
461	0.5845314141
462	0.5838847714
463	0.5835842641
464	0.5831008139
465	0.5829149832
466	0.582559368
467	0.5818820735
468	0.581617326
469	0.5811065721
470	0.5802569536
471	0.579995383
472	0.5797083097
473	0.5792264222
474	0.578949509
475	0.5785278148
476	0.5780092011
477	0.5777644288
478	0.5774365891
479	0.576791339
480	0.5765738241
481	0.5764542672
482	0.575879283
483	0.5752441146
484	0.5749596282
485	0.574506883
486	0.5738080808
487	0.5734903089
488	0.573100181
489	0.5725335455
490	0.5719811833
491	0.5717077386
492	0.5713897879
493	0.570730001
494	0.5700327588
495	0.5696926305
496	0.5692880394
497	0.5687030868
498	0.5681209095
499	0.5678058591
500	0.5675767272
501	0.5673314758
502	0.5667961082
503	0.5664788736
504	0.5662834965
505	0.5655689718
506	0.5654403963
507	0.5651534824
508	0.5648770191
509	0.564342974
510	0.5642057834
511	0.563937754
512	0.5634584274
513	0.5627067067
514	0.5623587146
515	0.5622738046
516	0.561537372
517	0.5614175834
518	0.5610148508
519	0.5607432422
520	0.5603968952
521	0.5599207044
522	0.5591963922
523	0.5589672851
524	0.558905685
525	0.5583929646
526	0.557631652
527	0.5574119801
528	0.5569651359
529	0.5567240536
530	0.5562859857
531	0.555869355
532	0.5556949396
533	0.5554347223
534	0.5552630111
535	0.5547411603
536	0.5544973399
537	0.5538760664
538	0.553673604
539	0.5535147689
540	0.5530639238
541	0.5527426226
542	0.55215732
543	0.5516740178
544	0.5514684645
545	0.5510846881
546	0.5506730536
547	0.5504452178
548	0.550173325
549	0.5498308627
550	0.549549712
551	0.5489935823
552	0.5485489038
553	0.5479986727
554	0.5477262518
555	0.5471266591
556	0.5467737835
557	0.5462575204
558	0.5458312111
559	0.5454692918
560	0.5450291028
561	0.5444037945
562	0.5443320472
563	0.544222193
564	0.5439581672
565	0.5433526159
566	0.5431576076
567	0.5428750159
568	0.542505848
569	0.541840864
570	0.5414454669
571	0.5408235705
572	0.5405151456
573	0.5399605373
574	0.5394552889
575	0.539300415
576	0.538874751
577	0.5387279248
578	0.5382358392
579	0.5378491822
580	0.5375224904
581	0.5371509637
582	0.536749948
583	0.5366071617
584	0.5363594302
585	0.5362370912
586	0.5357163919
587	0.5352137709
588	0.5347435103
589	0.5344364549
590	0.5338583787
591	0.5335732505
592	0.533394373
593	0.5332956878
594	0.5328107411
595	0.5322337214
596	0.5318852725
597	0.5313483819
598	0.5310625085
599	0.5308750378
600	0.530603033
601	0.5302733856
602	0.5298773724
603	0.5295141031
604	0.5293917602
605	0.5288320977
606	0.5283857387
607	0.5282737359
608	0.5279398975
609	0.5277088604
610	0.5272787847
611	0.5271646943
612	0.5267199845
613	0.5266457036
614	0.5260569047
615	0.5255513682
616	0.5252346811
617	0.5248379097
618	0.5246620015
619	0.5244920757
620	0.5242499034
621	0.5239714238
622	0.5239149742
623	0.5235840133
624	0.5233298541
625	0.5228480375
626	0.5223970872
627	0.5220091411
628	0.5218268893
629	0.5215441141
630	0.5212152548
631	0.5207626462
632	0.5204577239
633	0.5201801509
634	0.519956928
635	0.5196590928
636	0.5194033946
637	0.5189460299
638	0.5188761605
639	0.5186196143
640	0.5182983789
641	0.5176624641
642	0.5172387229
643	0.5170298411
644	0.5168928225
645	0.5165886917
646	0.516242935
647	0.5159334639
648	0.5156109346
649	0.5150418782
650	0.5147360734
651	0.5144695481
652	0.5141534329
653	0.5136091784
654	0.5132986188
655	0.5128612753
656	0.5125226327
657	0.5120371403
658	0.5114646674
659	0.5111314663
660	0.5107310042
661	0.5103706783
662	0.5101917615
663	0.5101149523
664	0.5099266724
665	0.5096357657
666	0.5092670255
667	0.509043189
668	0.508763917
669	0.5084856998
670	0.5080378062
671	0.5077423567
672	0.5076056848
673	0.5072342551
674	0.5070181694
675	0.5065596982
676	0.5062262039
677	0.5056560115
678	0.5052214756
679	0.5049075852
680	0.5044024178
681	0.5041300446
682	0.5040056756
683	0.5037248133
684	0.5031992464
685	0.5027840664
686	0.5024675198
687	0.502174974
688	0.5019525735
689	0.5018656502
690	0.5017223444
691	0.5015478172
692	0.5012925841
693	0.5010512647
694	0.5007899258
695	0.5006888433
696	0.5005412668
697	0.5001596053
698	0.4999774744
699	0.4995780906
700	0.4991810762
701	0.4986928148
702	0.4983760423
703	0.4981986477
704	0.4980253296
705	0.4975984148
706	0.497483902
707	0.497048457
708	0.4968594939
709	0.4965365596
710	0.4961531388
711	0.4957915641
712	0.49539248
713	0.4948797624
714	0.494374166
715	0.4940402354
716	0.4936641417
717	0.49341977
718	0.4929119365
719	0.4926116691
720	0.4925072559
721	0.4922592583
722	0.492059209
723	0.4917137558
724	0.4915322098
725	0.4913791328
726	0.4910593562
727	0.4908160684
728	0.490455391
729	0.4903756837
730	0.4899036089
731	0.4894783444
732	0.4891112199
733	0.4887044497
734	0.4884065248
735	0.4882167777
736	0.4877747018
737	0.4876140275
738	0.4875129422
739	0.4873251712
740	0.4868977741
741	0.4865776631
742	0.4860277788
743	0.4855686955
744	0.4851559767
745	0.4850543472
746	0.484809867
747	0.4847237606
748	0.4846335289
749	0.484355953
750	0.4840542042
751	0.4839885108
752	0.4837960713
753	0.4833398236
754	0.4829746172
755	0.4828349755
756	0.4825525422
757	0.4823058876
758	0.481912139
759	0.4815992147
760	0.4812636872
761	0.4810725533
762	0.480673742
763	0.4802192263
764	0.4798464842
765	0.4793190759
766	0.478973495
767	0.4789153727
768	0.4786751643
769	0.4782913024
770	0.4778354098
771	0.4775056836
772	0.4770348593
773	0.4763627462
774	0.4762647412
775	0.4760998236
776	0.4756557943
777	0.4753870299
778	0.4749562687
779	0.4748626989
780	0.4745667865
781	0.4741469335
782	0.4736800476
783	0.4733809022
784	0.4732511918
785	0.4730420826
786	0.4727285748
787	0.4726787568
788	0.4724966923
789	0.4722861949
790	0.4722136832
791	0.4715916311
792	0.4714818469
793	0.4712684435
794	0.4710212497
795	0.470711192
796	0.4702633329
797	0.4700364195
798	0.4695679099
799	0.4691322378
800	0.4686995209
801	0.4684578436
802	0.4681903197
803	0.4677147801
804	0.4674157595
805	0.467223909
806	0.4670642527
807	0.466839352
808	0.4664569177
809	0.4660067911
810	0.4658625706
811	0.4654129316
812	0.4652109596
813	0.4647333188
814	0.4644600362
815	0.4639756406
816	0.4637259166
817	0.4632449681
818	0.4631782542
819	0.4629867062
820	0.4627672988
821	0.4624651366
822	0.4622164124
823	0.4617722213
824	0.4614171523
825	0.4612785096
826	0.4611294809
827	0.4610025393
828	0.4607082242
829	0.4602114061
830	0.4598798377
831	0.4594706781
832	0.4592088073
833	0.4589779249
834	0.4587665659
835	0.4584190813
836	0.4579941533
837	0.4577342371
838	0.4574424744
839	0.4571511084
840	0.45700808
841	0.4567314716
842	0.4564253737
843	0.4562739777
844	0.4560433792
845	0.4557059644
846	0.4554106612
847	0.4551118712
848	0.4549410815
849	0.4548207003
850	0.4545238154
851	0.4541456422
852	0.4539021477
853	0.4537576449
854	0.4534939101
855	0.4531181275
856	0.4528256069
857	0.4525384084
858	0.4523926656
859	0.4521804262
860	0.4521113248
861	0.4519861086
862	0.4517047998
863	0.4515380342
864	0.4511324418
865	0.4509749842
866	0.4509331525
867	0.450624782
868	0.4501409367
869	0.4498208767
870	0.4497415163
871	0.449662085
872	0.4495742339
873	0.4492970276
874	0.4487801994
875	0.4486406043
876	0.4483641911
877	0.4480910629
878	0.4479734985
879	0.4475722436
880	0.4471769956
881	0.4470416369
882	0.4466824931
883	0.4463805204
884	0.4460765537
885	0.4459297022
886	0.4457135303
887	0.4455713339
888	0.4452847129
889	0.4449550647
890	0.4447460607
891	0.444374625
892	0.4442323369
893	0.4441464175
894	0.4437820955
895	0.4437036953
896	0.4435463159
897	0.4431535338
898	0.4427897452
899	0.4424050613
900	0.4420538981
901	0.441809508
902	0.4416687956
903	0.4415114376
904	0.441087982
905	0.4407868718
906	0.4406216729
907	0.4403204485
908	0.440072735
909	0.4398928073
910	0.4394604211
911	0.4393869832
912	0.4392209141
913	0.4391069488
914	0.4387941674
915	0.4384629754
916	0.4380432923
917	0.4376138602
918	0.4372405589
919	0.4369455836
920	0.436673829
921	0.4366012713
922	0.436484757
923	0.436339733
924	0.4359797439
925	0.4357475142
926	0.4354531431
927	0.4352627864
928	0.4350330805
929	0.4346855762
930	0.4343650843
931	0.4343202125
932	0.4341155099
933	0.4340882463
934	0.4338086875
935	0.4336518111
936	0.4332055899
937	0.4330157877
938	0.4327517162
939	0.4326386977
940	0.4323132118
941	0.4321757784
942	0.4319185395
943	0.4315620901
944	0.4313415792
945	0.4311512715
946	0.4310781459
947	0.4309660661
948	0.4308749627
949	0.4306130556
950	0.4302477758
951	0.4301072291
952	0.4300225587
953	0.4297678891
954	0.4295868324
955	0.4292525439
956	0.4290086937
957	0.4288074653
958	0.4286471212
959	0.42846249
960	0.4283271168
961	0.4279989752
962	0.4278229976
963	0.4276331998
964	0.4275844427
965	0.4273996702
966	0.4272014237
967	0.4271218319
968	0.4268222678
969	0.4264249397
970	0.4261934354
971	0.4259948617
972	0.425902808
973	0.4254251481
974	0.4252333444
975	0.4250460653
976	0.4247403956
977	0.424584907
978	0.4242591335
979	0.4240682419
980	0.4239234664
981	0.4235838435
982	0.4234603045
983	0.4232309102
984	0.4231478645
985	0.4230412998
986	0.4229474767
987	0.4226219477
988	0.4225382211
989	0.4224568992
990	0.4223454409
991	0.4221503511
992	0.4218964469
993	0.4217018549
994	0.4216188083
995	0.421320676
996	0.4211783776
997	0.4207992523
998	0.4205326955
999	0.420436626
